"","Df","SumsOfSqs","MeanSqs","F.Model","R2","Pr(>F)"
"DPI",4,4.05247139645214,1.01311784911303,5.47698721695408,0.361579944663864,0.001
"InfectionStatus",1,0.320276099397208,0.320276099397208,1.73143539404636,0.0285764914710037,0.083
"System",7,2.02552234211354,0.289360334587648,1.56430256856849,0.180726323452406,0.015
"Residuals",26,4.80940762384835,0.18497721630186,NA,0.429117240412727,NA
"Total",38,11.2076774618112,NA,NA,1,NA
