"",".y.","group1","group2","n1","n2","statistic","p","p.adj","p.adj.signif","y.position","xmin","xmax"
"1","Chao1","Infected","Non_infected",23,19,225,0.881,1,"ns",1026.62276,1,2
"2","Chao1","Infected","Worm",23,4,43,0.869,1,"ns",1036.5449,1,3
"3","Chao1","Non_infected","Worm",19,4,32,0.667,1,"ns",1046.46704,2,3
