"",".y.","group1","group2","n1","n2","statistic","p","p.adj","p.adj.signif","y.position","xmin","xmax"
"1","Chao1","Duodenum","Jejunum",5,5,0,0.008,0.024,"*",1044.81356,1,2
"2","Chao1","Duodenum","Ascaris",5,23,97,0.016,0.048,"*",1143.9329,1,3
"3","Chao1","Jejunum","Ascaris",5,23,115,2.04e-05,6.12e-05,"****",1243.05224,2,3
